Area Code,Date,Product,Product Line,Product Type,State,Territory,Territory Size,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
630,01-02-2013,Decaf Espresso,Beans,Espresso,Illinois,Central,Major Territory,Decaf,260,270,180,530,228,"1,436",229,63,1,211,487,87
513,01-02-2013,Decaf Espresso,Beans,Espresso,Ohio,Central,Major Territory,Decaf,60,90,40,150,59,331,73,22,1,27,141,55
352,01-02-2013,Decaf Espresso,Beans,Espresso,Florida,East,Major Territory,Decaf,70,100,60,170,77,423,103,25,1,76,192,52
214,01-02-2013,Decaf Espresso,Beans,Espresso,Texas,South,Major Territory,Decaf,60,100,90,160,77,449,112,21,1,119,201,32
707,01-02-2013,Decaf Espresso,Beans,Espresso,California,West,Major Territory,Decaf,220,300,200,520,234,"1,282",311,77,1,300,581,109
720,01-02-2013,Amaretto,Beans,Coffee,Colorado,Central,Major Territory,Regular,100,150,120,250,99,766,144,27,1,156,259,39
330,01-02-2013,Amaretto,Beans,Coffee,Ohio,Central,Major Territory,Regular,60,80,50,140,60,329,80,19,1,49,149,47
303,01-02-2013,Colombian,Beans,Coffee,Colorado,Central,Major Territory,Regular,80,110,80,190,83,613,107,27,1,101,202,39
312,01-02-2013,Colombian,Beans,Coffee,Illinois,Central,Major Territory,Regular,150,220,140,370,148,844,206,48,1,171,377,91
330,01-02-2013,Colombian,Beans,Coffee,Ohio,Central,Major Territory,Regular,50,80,50,130,52,357,76,16,1,56,136,38
561,01-02-2013,Colombian,Beans,Coffee,Florida,East,Major Territory,Regular,70,120,80,190,80,640,120,26,1,93,213,57
857,01-02-2013,Colombian,Beans,Coffee,Massachusetts,East,Major Territory,Regular,70,370,330,440,75,235,395,24,1,505,501,55
718,01-02-2013,Colombian,Beans,Coffee,New York,East,Major Territory,Regular,240,370,250,610,258,"2,067",387,90,1,364,687,142
430,01-02-2013,Colombian,Beans,Coffee,Texas,South,Major Territory,Regular,260,320,240,580,213,942,252,66,1,243,496,88
626,01-02-2013,Amaretto,Beans,Coffee,California,West,Major Territory,Regular,130,30,-20,160,104,685,28,33,1,-40,141,55
213,01-02-2013,Colombian,Beans,Coffee,California,West,Major Territory,Regular,320,480,360,800,258,"2,067",387,90,1,364,687,142
303,01-02-2013,Caffe Mocha,Beans,Espresso,Colorado,Central,Major Territory,Regular,80,140,110,220,77,449,112,21,1,119,201,32
815,01-02-2013,Caffe Mocha,Beans,Espresso,Illinois,Central,Major Territory,Regular,270,370,260,640,234,"1,282",311,77,1,298,581,110
513,01-02-2013,Caffe Mocha,Beans,Espresso,Ohio,Central,Major Territory,Regular,190,210,140,400,170,"1,073",170,47,1,145,362,72
850,01-02-2013,Caffe Mocha,Beans,Espresso,Florida,East,Major Territory,Regular,80,130,40,210,92,541,128,83,1,24,234,112
774,01-02-2013,Caffe Mocha,Beans,Espresso,Massachusetts,East,Major Territory,Regular,50,70,10,120,54,451,74,49,1,-6,136,78
585,01-02-2013,Caffe Mocha,Beans,Espresso,New York,East,Major Territory,Regular,110,-60,-190,50,121,901,-60,110,1,-301,65,143
774,01-02-2013,Regular Espresso,Beans,Espresso,Massachusetts,East,Major Territory,Regular,160,170,110,330,170,"1,073",170,47,1,147,362,71
917,01-02-2013,Regular Espresso,Beans,Espresso,New York,East,Major Territory,Regular,210,350,280,560,228,"1,402",352,63,1,392,618,88
956,01-02-2013,Caffe Latte,Beans,Espresso,Texas,South,Major Territory,Regular,60,100,60,160,75,378,114,24,1,86,201,56
409,01-02-2013,Caffe Mocha,Beans,Espresso,Texas,South,Major Territory,Regular,80,120,100,200,99,766,144,27,1,157,259,38
619,01-02-2013,Caffe Latte,Beans,Espresso,California,West,Major Territory,Regular,210,220,150,430,228,"1,436",229,63,1,211,487,87
916,01-02-2013,Caffe Mocha,Beans,Espresso,California,West,Major Territory,Regular,110,160,30,270,121,712,169,110,1,39,309,143
641,01-02-2013,Decaf Irish Cream,Beans,Coffee,Iowa,Central,Small Territory,Decaf,20,30,20,50,23,620,31,7,1,18,58,19
636,01-02-2013,Decaf Irish Cream,Beans,Coffee,Missouri,Central,Small Territory,Decaf,70,100,60,170,75,956,90,23,1,68,176,44
262,01-02-2013,Decaf Irish Cream,Beans,Coffee,Wisconsin,Central,Small Territory,Decaf,80,100,60,180,77,423,103,25,1,74,192,53
504,01-02-2013,Decaf Irish Cream,Beans,Coffee,Louisiana,South,Small Territory,Decaf,50,90,70,140,47,772,68,13,1,65,123,24
505,01-02-2013,Decaf Irish Cream,Beans,Coffee,New Mexico,South,Small Territory,Decaf,100,20,-20,120,84,625,18,26,1,-46,109,49
580,01-02-2013,Decaf Irish Cream,Beans,Coffee,Oklahoma,South,Small Territory,Decaf,40,60,50,100,32,817,48,8,1,43,85,19
775,01-02-2013,Decaf Irish Cream,Beans,Coffee,Nevada,West,Small Territory,Decaf,30,40,20,70,28,961,35,8,1,9,67,29
971,01-02-2013,Decaf Irish Cream,Beans,Coffee,Oregon,West,Small Territory,Decaf,60,100,70,160,52,357,76,16,1,56,136,38
435,01-02-2013,Decaf Irish Cream,Beans,Coffee,Utah,West,Small Territory,Decaf,100,140,80,240,86,484,107,32,1,61,206,66
253,01-02-2013,Decaf Irish Cream,Beans,Coffee,Washington,West,Small Territory,Decaf,110,160,60,270,92,541,128,83,1,22,234,113
319,01-02-2013,Decaf Espresso,Beans,Espresso,Iowa,Central,Small Territory,Decaf,0,50,40,50,0,774,43,0,1,47,46,11
636,01-02-2013,Decaf Espresso,Beans,Espresso,Missouri,Central,Small Territory,Decaf,40,80,60,120,42,771,61,11,1,56,110,23
715,01-02-2013,Decaf Espresso,Beans,Espresso,Wisconsin,Central,Small Territory,Decaf,50,70,50,120,48,617,62,15,1,52,117,27
959,01-02-2013,Decaf Espresso,Beans,Espresso,Connecticut,East,Small Territory,Decaf,50,70,40,120,55,305,75,18,1,43,139,46
985,01-02-2013,Decaf Espresso,Beans,Espresso,Louisiana,South,Small Territory,Decaf,40,70,50,110,56,382,81,17,1,61,146,40
505,01-02-2013,Decaf Espresso,Beans,Espresso,New Mexico,South,Small Territory,Decaf,30,40,10,70,35,191,47,11,1,12,87,39
405,01-02-2013,Decaf Espresso,Beans,Espresso,Oklahoma,South,Small Territory,Decaf,60,110,70,170,80,640,120,26,1,93,213,57
702,01-02-2013,Decaf Espresso,Beans,Espresso,Nevada,West,Small Territory,Decaf,10,30,20,40,19,774,28,5,1,16,50,17
503,01-02-2013,Decaf Espresso,Beans,Espresso,Oregon,West,Small Territory,Decaf,160,160,100,320,170,"1,073",170,47,1,147,362,71
435,01-02-2013,Decaf Espresso,Beans,Espresso,Utah,West,Small Territory,Decaf,40,70,50,110,50,814,73,14,1,71,131,25
425,01-02-2013,Decaf Espresso,Beans,Espresso,Washington,West,Small Territory,Decaf,60,80,60,140,70,957,84,21,1,61,164,43
319,01-02-2013,Amaretto,Beans,Coffee,Iowa,Central,Small Territory,Regular,10,30,20,40,18,818,27,5,1,15,48,17
715,01-02-2013,Amaretto,Beans,Coffee,Wisconsin,Central,Small Territory,Regular,50,70,30,120,53,306,65,20,1,18,126,53
641,01-02-2013,Colombian,Beans,Coffee,Iowa,Central,Small Territory,Regular,20,40,20,60,28,961,35,8,1,9,67,29
573,01-02-2013,Colombian,Beans,Coffee,Missouri,Central,Small Territory,Regular,90,110,50,200,86,484,107,32,1,62,206,65
715,01-02-2013,Colombian,Beans,Coffee,Wisconsin,Central,Small Territory,Regular,90,140,40,230,92,541,128,83,1,22,234,113
603,01-02-2013,Amaretto,Beans,Coffee,New Hampshire,East,Small Territory,Regular,30,60,40,90,41,236,60,13,1,37,108,35
860,01-02-2013,Colombian,Beans,Coffee,Connecticut,East,Small Territory,Regular,120,180,130,300,130,945,195,42,1,180,346,74
603,01-02-2013,Colombian,Beans,Coffee,New Hampshire,East,Small Territory,Regular,40,60,30,100,45,366,69,14,1,34,121,46
504,01-02-2013,Colombian,Beans,Coffee,Louisiana,South,Small Territory,Regular,40,70,60,110,38,772,56,10,1,50,100,22
505,01-02-2013,Colombian,Beans,Coffee,New Mexico,South,Small Territory,Regular,50,90,50,140,45,366,69,14,1,36,121,45
405,01-02-2013,Colombian,Beans,Coffee,Oklahoma,South,Small Territory,Regular,50,70,50,120,44,618,56,14,1,43,107,27
541,01-02-2013,Amaretto,Beans,Coffee,Oregon,West,Small Territory,Regular,60,100,40,160,54,427,75,49,1,-6,137,79
801,01-02-2013,Amaretto,Beans,Coffee,Utah,West,Small Territory,Regular,90,110,70,200,75,956,90,23,1,68,176,44
702,01-02-2013,Colombian,Beans,Coffee,Nevada,West,Small Territory,Regular,40,50,10,90,33,193,41,12,1,-7,79,46
503,01-02-2013,Colombian,Beans,Coffee,Oregon,West,Small Territory,Regular,80,110,50,190,65,392,90,21,1,37,165,65
435,01-02-2013,Colombian,Beans,Coffee,Utah,West,Small Territory,Regular,60,100,70,160,55,305,75,18,1,45,139,45
360,01-02-2013,Colombian,Beans,Coffee,Washington,West,Small Territory,Regular,70,100,70,170,58,331,84,18,1,65,151,40
712,01-02-2013,Caffe Mocha,Beans,Espresso,Iowa,Central,Small Territory,Regular,20,30,20,50,19,774,28,5,1,16,50,17
314,01-02-2013,Caffe Mocha,Beans,Espresso,Missouri,Central,Small Territory,Regular,50,90,70,140,50,814,73,14,1,71,131,25
262,01-02-2013,Caffe Mocha,Beans,Espresso,Wisconsin,Central,Small Territory,Regular,80,100,60,180,70,957,84,21,1,62,164,42
203,01-02-2013,Caffe Mocha,Beans,Espresso,Connecticut,East,Small Territory,Regular,60,90,20,150,65,513,90,58,1,4,165,87
603,01-02-2013,Caffe Mocha,Beans,Espresso,New Hampshire,East,Small Territory,Regular,40,60,10,100,43,256,61,39,1,-10,111,68
603,01-02-2013,Regular Espresso,Beans,Espresso,New Hampshire,East,Small Territory,Regular,20,40,0,60,30,165,38,11,1,-9,72,44
318,01-02-2013,Caffe Latte,Beans,Espresso,Louisiana,South,Small Territory,Regular,50,80,10,130,65,342,90,58,1,3,165,88
505,01-02-2013,Caffe Latte,Beans,Espresso,New Mexico,South,Small Territory,Regular,20,30,0,50,30,104,38,11,1,-10,72,45
580,01-02-2013,Caffe Latte,Beans,Espresso,Oklahoma,South,Small Territory,Regular,70,100,70,170,86,300,120,26,1,104,220,50
225,01-02-2013,Caffe Mocha,Beans,Espresso,Louisiana,South,Small Territory,Regular,50,90,70,140,65,372,109,20,1,96,185,44
505,01-02-2013,Caffe Mocha,Beans,Espresso,New Mexico,South,Small Territory,Regular,30,50,0,80,43,256,61,39,1,-10,111,68
580,01-02-2013,Caffe Mocha,Beans,Espresso,Oklahoma,South,Small Territory,Regular,10,30,30,40,22,452,34,6,1,25,60,17
775,01-02-2013,Caffe Latte,Beans,Espresso,Nevada,West,Small Territory,Regular,0,40,30,40,0,774,43,0,1,46,46,12
541,01-02-2013,Caffe Latte,Beans,Espresso,Oregon,West,Small Territory,Regular,50,70,20,120,59,331,73,22,1,27,141,55
435,01-02-2013,Caffe Latte,Beans,Espresso,Utah,West,Small Territory,Regular,40,50,30,90,42,771,61,11,1,56,110,23
253,01-02-2013,Caffe Latte,Beans,Espresso,Washington,West,Small Territory,Regular,40,60,40,100,48,617,62,15,1,52,117,27
775,01-02-2013,Caffe Mocha,Beans,Espresso,Nevada,West,Small Territory,Regular,10,30,20,40,18,818,27,5,1,15,48,17
541,01-02-2013,Caffe Mocha,Beans,Espresso,Oregon,West,Small Territory,Regular,50,80,50,130,60,329,80,19,1,49,149,47
435,01-02-2013,Caffe Mocha,Beans,Espresso,Utah,West,Small Territory,Regular,40,60,40,100,49,617,63,16,1,52,119,28
206,01-02-2013,Caffe Mocha,Beans,Espresso,Washington,West,Small Territory,Regular,50,60,20,110,53,306,65,20,1,18,126,53
970,01-02-2013,Chamomile,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,140,150,100,290,170,"1,073",170,47,1,147,362,71
630,01-02-2013,Chamomile,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,80,130,110,210,99,766,144,27,1,156,259,39
419,01-02-2013,Chamomile,Leaves,Herbal Tea,Ohio,Central,Major Territory,Decaf,10,30,30,40,22,452,34,6,1,25,60,17
970,01-02-2013,Lemon,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,40,70,10,110,54,427,75,49,1,-4,137,78
773,01-02-2013,Lemon,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,70,90,60,160,83,613,107,27,1,101,202,39
513,01-02-2013,Lemon,Leaves,Herbal Tea,Ohio,Central,Major Territory,Decaf,20,50,50,70,32,817,48,8,1,42,85,20
719,01-02-2013,Mint,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,50,70,40,120,60,329,80,19,1,49,149,47
815,01-02-2013,Mint,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,80,120,100,200,95,809,137,26,1,147,247,38
754,01-02-2013,Chamomile,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,30,50,30,80,48,617,62,15,1,50,117,28
904,01-02-2013,Lemon,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,40,50,20,90,53,306,65,20,1,18,126,53
508,01-02-2013,Lemon,Leaves,Herbal Tea,Massachusetts,East,Major Territory,Decaf,40,60,30,100,59,331,73,22,1,27,141,55
518,01-02-2013,Lemon,Leaves,Herbal Tea,New York,East,Major Territory,Decaf,180,200,110,380,240,"1,454",255,91,1,194,528,124
352,01-02-2013,Mint,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,50,70,50,120,70,957,84,21,1,62,164,42
845,01-02-2013,Mint,Leaves,Herbal Tea,New York,East,Major Territory,Decaf,160,-20,-80,140,213,"1,214",-33,66,1,-178,192,87
915,01-02-2013,Chamomile,Leaves,Herbal Tea,Texas,South,Major Territory,Decaf,50,80,50,130,60,329,80,19,1,49,149,47
325,01-02-2013,Lemon,Leaves,Herbal Tea,Texas,South,Major Territory,Decaf,40,80,50,120,52,357,76,16,1,56,136,38
209,01-02-2013,Chamomile,Leaves,Herbal Tea,California,West,Major Territory,Decaf,80,120,100,200,95,809,137,26,1,148,247,37
559,01-02-2013,Lemon,Leaves,Herbal Tea,California,West,Major Territory,Decaf,180,220,160,400,213,942,252,66,1,243,496,88
408,01-02-2013,Mint,Leaves,Herbal Tea,California,West,Major Territory,Decaf,70,90,60,160,83,613,107,27,1,101,202,39
970,01-02-2013,Darjeeling,Leaves,Tea,Colorado,Central,Major Territory,Regular,50,60,10,110,59,331,73,22,1,27,141,55
708,01-02-2013,Darjeeling,Leaves,Tea,Illinois,Central,Major Territory,Regular,60,100,80,160,77,449,112,21,1,117,201,33
614,01-02-2013,Darjeeling,Leaves,Tea,Ohio,Central,Major Territory,Regular,60,110,60,170,80,640,120,26,1,92,213,58
970,01-02-2013,Earl Grey,Leaves,Tea,Colorado,Central,Major Territory,Regular,50,60,30,110,62,958,74,19,1,50,145,40
708,01-02-2013,Earl Grey,Leaves,Tea,Illinois,Central,Major Territory,Regular,60,100,50,160,75,549,114,24,1,88,201,55
740,01-02-2013,Earl Grey,Leaves,Tea,Ohio,Central,Major Territory,Regular,70,110,70,180,86,490,120,26,1,105,220,49
970,01-02-2013,Green Tea,Leaves,Tea,Colorado,Central,Major Territory,Regular,30,50,30,80,44,618,56,14,1,45,107,26
850,01-02-2013,Darjeeling,Leaves,Tea,Florida,East,Major Territory,Regular,30,50,40,80,32,817,48,8,1,42,85,20
508,01-02-2013,Darjeeling,Leaves,Tea,Massachusetts,East,Major Territory,Regular,30,50,40,80,32,817,48,8,1,42,85,20
347,01-02-2013,Darjeeling,Leaves,Tea,New York,East,Major Territory,Regular,100,150,120,250,95,809,137,26,1,148,247,37
631,01-02-2013,Earl Grey,Leaves,Tea,New York,East,Major Territory,Regular,100,160,130,260,99,766,144,27,1,156,259,39
850,01-02-2013,Green Tea,Leaves,Tea,Florida,East,Major Territory,Regular,40,80,60,120,47,772,68,13,1,65,123,24
978,01-02-2013,Green Tea,Leaves,Tea,Massachusetts,East,Major Territory,Regular,20,40,30,60,22,452,34,6,1,25,60,17
347,01-02-2013,Green Tea,Leaves,Tea,New York,East,Major Territory,Regular,80,120,90,200,77,449,112,21,1,117,201,33
805,01-02-2013,Darjeeling,Leaves,Tea,California,West,Major Territory,Regular,60,100,90,160,99,766,144,27,1,157,259,38
707,01-02-2013,Earl Grey,Leaves,Tea,California,West,Major Territory,Regular,50,70,60,120,77,449,112,21,1,119,201,32
530,01-02-2013,Green Tea,Leaves,Tea,California,West,Major Territory,Regular,40,80,50,120,75,549,114,24,1,86,201,56
563,01-02-2013,Chamomile,Leaves,Herbal Tea,Iowa,Central,Small Territory,Decaf,200,270,190,470,234,"1,282",311,77,1,298,581,110
573,01-02-2013,Chamomile,Leaves,Herbal Tea,Missouri,Central,Small Territory,Decaf,30,60,10,90,43,256,61,39,1,-12,111,69
715,01-02-2013,Chamomile,Leaves,Herbal Tea,Wisconsin,Central,Small Territory,Decaf,50,100,80,150,65,372,109,20,1,98,185,43
712,01-02-2013,Lemon,Leaves,Herbal Tea,Iowa,Central,Small Territory,Decaf,80,140,110,220,104,596,150,33,1,141,271,55
573,01-02-2013,Lemon,Leaves,Herbal Tea,Missouri,Central,Small Territory,Decaf,70,10,-20,80,84,625,18,26,1,-47,109,50
920,01-02-2013,Lemon,Leaves,Herbal Tea,Wisconsin,Central,Small Territory,Decaf,40,60,50,100,47,772,68,13,1,64,123,25
475,01-02-2013,Lemon,Leaves,Herbal Tea,Connecticut,East,Small Territory,Decaf,60,90,50,150,86,484,107,32,1,61,206,66
603,01-02-2013,Lemon,Leaves,Herbal Tea,New Hampshire,East,Small Territory,Decaf,20,30,0,50,33,193,41,12,1,-6,79,45
203,01-02-2013,Mint,Leaves,Herbal Tea,Connecticut,East,Small Territory,Decaf,50,70,50,120,75,956,90,23,1,68,176,44
318,01-02-2013,Chamomile,Leaves,Herbal Tea,Louisiana,South,Small Territory,Decaf,40,60,40,100,49,617,63,16,1,52,119,28
505,01-02-2013,Chamomile,Leaves,Herbal Tea,New Mexico,South,Small Territory,Decaf,10,30,20,40,18,818,27,5,1,15,48,17
580,01-02-2013,Chamomile,Leaves,Herbal Tea,Oklahoma,South,Small Territory,Decaf,50,60,20,110,53,306,65,20,1,16,126,54
985,01-02-2013,Lemon,Leaves,Herbal Tea,Louisiana,South,Small Territory,Decaf,80,100,40,180,86,484,107,32,1,62,206,65
505,01-02-2013,Lemon,Leaves,Herbal Tea,New Mexico,South,Small Territory,Decaf,20,40,20,60,28,961,35,8,1,7,67,30
405,01-02-2013,Lemon,Leaves,Herbal Tea,Oklahoma,South,Small Territory,Decaf,80,130,40,210,92,541,128,83,1,22,234,113
702,01-02-2013,Chamomile,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,100,150,40,250,121,712,169,110,1,39,309,143
503,01-02-2013,Chamomile,Leaves,Herbal Tea,Oregon,West,Small Territory,Decaf,20,50,50,70,33,772,48,9,1,42,86,20
435,01-02-2013,Chamomile,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,30,50,30,80,41,236,60,13,1,36,108,36
206,01-02-2013,Chamomile,Leaves,Herbal Tea,Washington,West,Small Territory,Decaf,110,170,120,280,130,945,195,42,1,180,346,74
775,01-02-2013,Lemon,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,120,190,120,310,148,844,206,48,1,171,377,91
503,01-02-2013,Lemon,Leaves,Herbal Tea,Oregon,West,Small Territory,Decaf,30,50,30,80,44,618,56,14,1,45,107,26
435,01-02-2013,Lemon,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,30,70,40,100,45,366,69,14,1,36,121,45
509,01-02-2013,Lemon,Leaves,Herbal Tea,Washington,West,Small Territory,Decaf,30,50,50,80,38,772,56,10,1,50,100,22
775,01-02-2013,Mint,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,80,140,110,220,104,596,150,33,1,140,271,56
435,01-02-2013,Mint,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,70,10,-30,80,84,625,18,26,1,-46,109,49
641,01-02-2013,Darjeeling,Leaves,Tea,Iowa,Central,Small Territory,Regular,190,210,140,400,228,"1,436",229,63,1,209,487,88
417,01-02-2013,Darjeeling,Leaves,Tea,Missouri,Central,Small Territory,Regular,30,40,10,70,35,191,47,11,1,13,87,38
715,01-02-2013,Darjeeling,Leaves,Tea,Wisconsin,Central,Small Territory,Regular,40,80,50,120,56,382,81,17,1,61,146,40
641,01-02-2013,Earl Grey,Leaves,Tea,Iowa,Central,Small Territory,Regular,200,260,150,460,240,"1,391",294,91,1,251,569,125
573,01-02-2013,Earl Grey,Leaves,Tea,Missouri,Central,Small Territory,Regular,20,30,-10,50,30,165,38,11,1,-10,72,45
920,01-02-2013,Earl Grey,Leaves,Tea,Wisconsin,Central,Small Territory,Regular,50,80,10,130,65,513,90,58,1,4,165,87
573,01-02-2013,Green Tea,Leaves,Tea,Missouri,Central,Small Territory,Regular,20,40,0,60,33,193,41,12,1,-6,79,45
475,01-02-2013,Darjeeling,Leaves,Tea,Connecticut,East,Small Territory,Regular,50,80,60,130,50,814,73,14,1,71,131,25
603,01-02-2013,Darjeeling,Leaves,Tea,New Hampshire,East,Small Territory,Regular,10,30,20,40,18,818,27,5,1,16,48,16
959,01-02-2013,Green Tea,Leaves,Tea,Connecticut,East,Small Territory,Regular,20,50,40,70,27,772,39,7,1,31,70,18
603,01-02-2013,Green Tea,Leaves,Tea,New Hampshire,East,Small Territory,Regular,0,40,30,40,0,774,43,0,1,47,46,11
702,01-02-2013,Darjeeling,Leaves,Tea,Nevada,West,Small Territory,Regular,150,220,150,370,234,"1,282",311,77,1,300,581,109
503,01-02-2013,Darjeeling,Leaves,Tea,Oregon,West,Small Territory,Regular,10,20,20,30,22,452,34,6,1,25,60,17
801,01-02-2013,Darjeeling,Leaves,Tea,Utah,West,Small Territory,Regular,20,50,10,70,43,256,61,39,1,-10,111,68
206,01-02-2013,Darjeeling,Leaves,Tea,Washington,West,Small Territory,Regular,40,70,40,110,65,372,109,20,1,98,185,43
775,01-02-2013,Earl Grey,Leaves,Tea,Nevada,West,Small Territory,Regular,150,160,100,310,228,"1,436",229,63,1,211,487,87
503,01-02-2013,Earl Grey,Leaves,Tea,Oregon,West,Small Territory,Regular,50,80,50,130,80,640,120,26,1,92,213,58
801,01-02-2013,Earl Grey,Leaves,Tea,Utah,West,Small Territory,Regular,20,30,10,50,35,191,47,11,1,13,87,38
425,01-02-2013,Earl Grey,Leaves,Tea,Washington,West,Small Territory,Regular,30,60,40,90,56,382,81,17,1,61,146,40
775,01-02-2013,Green Tea,Leaves,Tea,Nevada,West,Small Territory,Regular,150,-150,-220,0,240,"1,937",-240,91,1,-508,25,125
971,01-02-2013,Green Tea,Leaves,Tea,Oregon,West,Small Territory,Regular,50,90,60,140,86,490,120,26,1,105,220,49
435,01-02-2013,Green Tea,Leaves,Tea,Utah,West,Small Territory,Regular,10,30,10,40,30,165,38,11,1,-9,72,44
425,01-02-2013,Green Tea,Leaves,Tea,Washington,West,Small Territory,Regular,40,60,10,100,65,513,90,58,1,4,165,87
303,01-03-2013,Decaf Irish Cream,Beans,Coffee,Colorado,Central,Major Territory,Decaf,100,140,110,240,95,799,139,26,1,150,249,38
815,01-03-2013,Decaf Irish Cream,Beans,Coffee,Illinois,Central,Major Territory,Decaf,110,170,120,280,109,585,158,34,1,151,285,56
440,01-03-2013,Decaf Irish Cream,Beans,Coffee,Ohio,Central,Major Territory,Decaf,50,80,20,130,52,421,73,47,1,-6,133,77
863,01-03-2013,Decaf Irish Cream,Beans,Coffee,Florida,East,Major Territory,Decaf,80,120,80,200,89,481,125,27,1,110,228,51
915,01-03-2013,Decaf Irish Cream,Beans,Coffee,Texas,South,Major Territory,Decaf,100,140,110,240,84,603,109,27,1,104,206,39
408,01-03-2013,Decaf Irish Cream,Beans,Coffee,California,West,Major Territory,Decaf,190,-40,-120,150,154,"1,288",-27,50,1,-180,135,94
970,01-03-2013,Decaf Espresso,Beans,Espresso,Colorado,Central,Major Territory,Decaf,80,130,80,210,72,541,108,23,1,80,192,54
630,01-03-2013,Decaf Espresso,Beans,Espresso,Illinois,Central,Major Territory,Decaf,270,290,200,560,239,"1,417",239,66,1,220,509,91
330,01-03-2013,Decaf Espresso,Beans,Espresso,Ohio,Central,Major Territory,Decaf,60,90,40,150,58,325,71,22,1,22,137,56
813,01-03-2013,Decaf Espresso,Beans,Espresso,Florida,East,Major Territory,Decaf,70,110,70,180,80,415,108,26,1,80,200,54
361,01-03-2013,Decaf Espresso,Beans,Espresso,Texas,South,Major Territory,Decaf,60,110,90,170,81,441,117,22,1,125,211,33
323,01-03-2013,Decaf Espresso,Beans,Espresso,California,West,Major Territory,Decaf,230,310,210,540,243,"1,260",324,80,1,313,604,113
303,01-03-2013,Amaretto,Beans,Coffee,Colorado,Central,Major Territory,Regular,90,130,100,220,87,756,126,24,1,134,227,36
614,01-03-2013,Amaretto,Beans,Coffee,Ohio,Central,Major Territory,Regular,60,80,50,140,57,323,77,18,1,47,143,45
970,01-03-2013,Colombian,Beans,Coffee,Colorado,Central,Major Territory,Regular,80,120,90,200,84,603,109,27,1,102,206,40
773,01-03-2013,Colombian,Beans,Coffee,Illinois,Central,Major Territory,Regular,160,220,140,380,154,829,213,50,1,177,391,94
330,01-03-2013,Colombian,Beans,Coffee,Ohio,Central,Major Territory,Regular,50,70,40,120,49,351,72,15,1,52,129,37
904,01-03-2013,Colombian,Beans,Coffee,Florida,East,Major Territory,Regular,80,110,70,190,84,632,126,27,1,99,224,59
774,01-03-2013,Colombian,Beans,Coffee,Massachusetts,East,Major Territory,Regular,60,400,360,460,72,-54,420,23,1,543,524,54
718,01-03-2013,Colombian,Beans,Coffee,New York,East,Major Territory,Regular,250,390,270,640,270,"2,041",405,94,1,384,719,146
830,01-03-2013,Colombian,Beans,Coffee,Texas,South,Major Territory,Regular,260,320,240,580,214,923,253,66,1,246,498,87
916,01-03-2013,Amaretto,Beans,Coffee,California,West,Major Territory,Regular,130,20,-30,150,109,796,16,34,1,-61,133,57
858,01-03-2013,Colombian,Beans,Coffee,California,West,Major Territory,Regular,340,500,370,840,270,"2,041",405,94,1,384,719,146
720,01-03-2013,Caffe Mocha,Beans,Espresso,Colorado,Central,Major Territory,Regular,90,140,110,230,81,441,117,22,1,125,211,33
217,01-03-2013,Caffe Mocha,Beans,Espresso,Illinois,Central,Major Territory,Regular,280,380,260,660,243,"1,260",324,80,1,313,604,113
614,01-03-2013,Caffe Mocha,Beans,Espresso,Ohio,Central,Major Territory,Regular,180,200,130,380,162,"1,059",163,45,1,140,346,69
321,01-03-2013,Caffe Mocha,Beans,Espresso,Florida,East,Major Territory,Regular,90,130,30,220,95,532,132,86,1,25,242,115
774,01-03-2013,Caffe Mocha,Beans,Espresso,Massachusetts,East,Major Territory,Regular,40,80,20,120,52,446,73,47,1,-6,133,77
845,01-03-2013,Caffe Mocha,Beans,Espresso,New York,East,Major Territory,Regular,120,-60,-190,60,125,"1,118",-62,113,1,-309,67,146
774,01-03-2013,Regular Espresso,Beans,Espresso,Massachusetts,East,Major Territory,Regular,150,160,100,310,162,"1,059",163,45,1,140,346,69
347,01-03-2013,Regular Espresso,Beans,Espresso,New York,East,Major Territory,Regular,220,290,210,510,239,"1,260",284,66,1,288,557,90
979,01-03-2013,Caffe Latte,Beans,Espresso,Texas,South,Major Territory,Regular,60,90,50,150,72,189,108,23,1,80,192,54
409,01-03-2013,Caffe Mocha,Beans,Espresso,Texas,South,Major Territory,Regular,70,110,90,180,87,756,126,24,1,135,227,35
